title,document_no,document_no_empty_reason,issuer,authority_level,category,scope,regions,tags,source_url,published_at,effective_at,expired_at,effective_note,last_verified_at,review_cycle_days,replacement_regulation_id,summary,content,change_note
40174中型以上载客汽车 、危化品运输 车辆 、校车在高速公路上行驶 、 遇低能见度条件时不按规定行驶,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|低能见度条件下不按规定行驶|校车|中型以上客车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码40174的行政处罚裁量基准，违法描述为“低能见度条 件下不按规 定行驶”，适用于“中型以上载客汽车 、危化品运输 车辆 、校车在高速公路上行驶 、 遇低能见度条件时不按规定行驶”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：中型以上载客汽车 、危化品运输 车辆 、校车在高速公路上行驶 、 遇低能见度条件时不按规定行驶
违法规定：《中华人民共和国道路交通安全法实施条例 》第 八十一条第一款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十条（具体法条条款同上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：150
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》40174号违法行为行结构化导入，待另一管理员复核后发布。
4018驾驶设计最高时速低于 70公里的 机动车进入高速公路的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|低速车辆驶入高速公路|高速公路|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码4018的行政处罚裁量基准，违法描述为“低速车辆驶 入高速公路”，适用于“驾驶设计最高时速低于 70公里的 机动车进入高速公路的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶设计最高时速低于 70公里的 机动车进入高速公路的
违法规定：《中华人民共和国道路交通安全法 》第六十七条 行人 、非机动车 、拖拉机 、轮式专用机械车 、铰 接式客车 、全挂拖斗车以及其他设计最高时速低 于七十公里的机动车 ，不得进入高速公路 。高速 公路限速标志标明的最高时速不得超过一百二十 公里。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》4018号违法行为行结构化导入，待另一管理员复核后发布。
4901驾驶机动车在高速公路行车道上 违法停车的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|违法停车|高速公路|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码4901的行政处罚裁量基准，违法描述为“驾驶机动车 在高速公路 行车道上违 法停车的”，适用于“驾驶机动车在高速公路行车道上 违法停车的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶机动车在高速公路行车道上 违法停车的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 八十二条 机动车在高速公路上行驶 ，不得有下列 行为：第一项倒车 、逆行 、穿越中央分隔带掉头 或者在车道内停车 。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。《新疆维吾尔自治区实施 〈中华人民共和 国道路交通安全法〉 办法》第八十条 驾驶机动车在高速 公路上有下列行为之一的 ，处200元罚款：（五）倒车、 逆行 、穿越中央分隔带掉头或者在车道内停车的 ；
违法记分数：9
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：200
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》4901号违法行为行结构化导入，待另一管理员复核后发布。
4902驾驶机动车非紧急情况下在高速 公路应急车道上停车的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|应急车道停车|高速公路|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码4902的行政处罚裁量基准，违法描述为“驾驶机动车 非紧急情况 下在高速公 路应急车道 上停车的”，适用于“驾驶机动车非紧急情况下在高速 公路应急车道上停车的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶机动车非紧急情况下在高速 公路应急车道上停车的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 八十二条 机动车在高速公路上行驶 ，不得有下列 行为：第四项非紧急情况时在应急车道行驶或者 停车。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。《新疆维吾尔自治区实施 〈中华人民共和 国道路交通安全法〉 办法》第八十条 驾驶机动车在高速 公路上有下列行为之一的 ，处200元罚款：（九）非紧急 情况在应急车道行驶或停车的 ；
违法记分数：9
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：200
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》4902号违法行为行结构化导入，待另一管理员复核后发布。
50012伪造 、变造摩托车登记证书的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50012的行政处罚裁量基准，违法描述为“伪造 、变造 机动车登记 证书”，适用于“伪造 、变造摩托车登记证书的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造摩托车登记证书的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2000
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50012号违法行为行结构化导入，待另一管理员复核后发布。
50013伪造 、变造小 、微型机动车登记 证书的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50013的行政处罚裁量基准，违法描述为“伪造 、变造 机动车登记 证书”，适用于“伪造 、变造小 、微型机动车登记 证书的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造小 、微型机动车登记 证书的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50013号违法行为行结构化导入，待另一管理员复核后发布。
50014伪造 、变造中型以上货车登记证书的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50014的行政处罚裁量基准，违法描述为“伪造 、变造 机动车登记 证书”，适用于“伪造 、变造中型以上货车登记证书的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造中型以上货车登记证书的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：3500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：7
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50014号违法行为行结构化导入，待另一管理员复核后发布。
50015伪造 、变造中型以上客车 、危险 物品运输车辆 、校车登记证书的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|危险品运输车|校车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50015的行政处罚裁量基准，违法描述为“伪造 、变造 机动车登记 证书”，适用于“伪造 、变造中型以上客车 、危险 物品运输车辆 、校车登记证书的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造中型以上客车 、危险 物品运输车辆 、校车登记证书的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50015号违法行为行结构化导入，待另一管理员复核后发布。
50022伪造 、变造摩托车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50022的行政处罚裁量基准，违法描述为“伪造 、变造 机动车号牌”，适用于“伪造 、变造摩托车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造摩托车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2000
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50022号违法行为行结构化导入，待另一管理员复核后发布。
50023伪造 、变造小 、微型机动车号牌 的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50023的行政处罚裁量基准，违法描述为“伪造 、变造 机动车号牌”，适用于“伪造 、变造小 、微型机动车号牌 的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造小 、微型机动车号牌 的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50023号违法行为行结构化导入，待另一管理员复核后发布。
50024伪造 、变造中型以上货车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50024的行政处罚裁量基准，违法描述为“伪造 、变造 机动车号牌”，适用于“伪造 、变造中型以上货车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造中型以上货车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：3500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：7
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50024号违法行为行结构化导入，待另一管理员复核后发布。
50025伪造 、变造中型以上客车 、危险 物品运输车辆 、校车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|危险品运输车|校车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50025的行政处罚裁量基准，违法描述为“伪造 、变造 机动车号牌”，适用于“伪造 、变造中型以上客车 、危险 物品运输车辆 、校车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造中型以上客车 、危险 物品运输车辆 、校车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50025号违法行为行结构化导入，待另一管理员复核后发布。
50032伪造 、变造摩托车行驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50032的行政处罚裁量基准，违法描述为“伪造 、变造 机动车行驶 证”，适用于“伪造 、变造摩托车行驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造摩托车行驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2000
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50032号违法行为行结构化导入，待另一管理员复核后发布。
50033伪造 、变造小 、微型机动车行驶 证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50033的行政处罚裁量基准，违法描述为“伪造 、变造 机动车行驶 证”，适用于“伪造 、变造小 、微型机动车行驶 证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造小 、微型机动车行驶 证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50033号违法行为行结构化导入，待另一管理员复核后发布。
50034伪造 、变造中型以上货车行驶证 的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50034的行政处罚裁量基准，违法描述为“伪造 、变造 机动车行驶 证”，适用于“伪造 、变造中型以上货车行驶证 的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造中型以上货车行驶证 的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：3500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：7
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50034号违法行为行结构化导入，待另一管理员复核后发布。
50035伪造 、变造中型以上客车 、危险 物品运输车辆 、校车行驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|危险品运输车|校车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50035的行政处罚裁量基准，违法描述为“伪造 、变造 机动车行驶 证”，适用于“伪造 、变造中型以上客车 、危险 物品运输车辆 、校车行驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造中型以上客车 、危险 物品运输车辆 、校车行驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 伪造 、变造或者使用伪造 、变造的机动车登记证书 、号牌 、行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收 缴 ，扣留该机动车 ，处十五日以下拘留 ，并处二千元以上 五千元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4500
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50035号违法行为行结构化导入，待另一管理员复核后发布。
50042伪造 、变造摩托车检验合格标志 的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50042的行政处罚裁量基准，违法描述为“伪造 、变造 机动车检验 合格标志”，适用于“伪造 、变造摩托车检验合格标志 的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造摩托车检验合格标志 的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第二款 伪造 、变造或者使用伪造 、变造的检验合格标志 、保险标 志的 ， 由公安机关交通管理部门予以收缴 ，扣留该机动 车 ，处十日以下拘留 ，并处一千元以上三千元以下罚款 ； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：1000
罚款最大值：3000
罚款默认值（指导基准）：1000
暂扣：
吊销：
拘留最小：1
拘留最大：10
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50042号违法行为行结构化导入，待另一管理员复核后发布。
50043伪造 、变造小微型机动车检验合格标志的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|小微型机动车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50043的行政处罚裁量基准，违法描述为“伪造 、变造 机动车检验 合格标志”，适用于“伪造 、变造小微型机动车检验合格标志的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：伪造 、变造小微型机动车检验合格标志的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第二款 伪造 、变造或者使用伪造 、变造的检验合格标志 、保险标 志的 ， 由公安机关交通管理部门予以收缴 ，扣留该机动 车 ，处十日以下拘留 ，并处一千元以上三千元以下罚款 ； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：0
罚款最小值：1000
罚款最大值：3000
罚款默认值（指导基准）：1500
暂扣：
吊销：
拘留最小：1
拘留最大：10
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50043号违法行为行结构化导入，待另一管理员复核后发布。
